Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Georgetown Sq,DeKalb,4155,263,1284,553,7,2107,84,337,176,1,598,2705,
Glenwood Road,DeKalb,2293,169,472,319,3,963,43,91,80,0,214,1177,
Hambrick Elem,DeKalb,3776,273,962,515,10,1760,71,219,165,1,456,2216,
Hawthorne Elem,DeKalb,3884,272,1100,633,5,2010,92,315,155,2,564,2574,
Henderson Mill,DeKalb,3104,192,906,688,0,1786,55,264,166,1,486,2272,
Huntley Hills Elem,DeKalb,3508,291,1030,471,6,1798,100,302,123,0,525,2323,
Hugh Howell,DeKalb,1773,168,505,351,1,1025,52,173,126,0,351,1376,
Harris-Narvie J Harris Elem,DeKalb,4031,154,1332,633,8,2127,31,280,140,2,453,2580,
Harris-Margaret Harris ED,DeKalb,1462,119,415,288,5,827,35,110,59,0,204,1031,
Idlewood Elem,DeKalb,2472,210,646,347,7,1210,49,169,100,0,318,1528,
Indian Creek,DeKalb,2318,147,456,335,9,947,34,98,61,2,195,1142,
Johnson Estates,DeKalb,1600,57,491,507,0,1055,27,133,123,0,283,1338,
Jolly Elem,DeKalb,3679,240,807,554,11,1612,68,180,132,3,383,1995,
Kelley Lake Elem,DeKalb,3015,217,597,434,3,1251,63,168,136,0,367,1618,
Kingsley Elem,DeKalb,2490,192,717,556,4,1469,78,267,183,5,533,2002,
Kelley Chapel Road,DeKalb,1337,103,373,245,0,721,27,91,72,1,191,912,
Knollwood,DeKalb,2546,227,531,371,9,1138,57,159,99,2,317,1455,
Kittredge Elem,DeKalb,2161,125,689,457,4,1275,64,286,143,0,493,1768,
Lakeside High,DeKalb,3216,226,980,685,0,1891,74,310,217,2,603,2494,
Lavista Road,DeKalb,2223,149,537,593,4,1283,43,135,160,0,338,1621,
Lavista,DeKalb,3223,208,812,599,6,1625,64,200,149,2,415,2040,
Lithonia,DeKalb,1730,193,336,180,3,712,53,71,39,0,163,875,
Lin-Mary Lin Elem,DeKalb,3009,143,957,822,8,1930,35,214,172,0,421,2351,
Lithonia High,DeKalb,3610,300,879,416,10,1605,58,204,121,3,386,1991,
Livsey Elem,DeKalb,1350,90,442,291,0,823,31,139,84,0,254,1077,
Miller-Eldridge L Miller Elem 3455,DeKalb,261,811,570,6,1648,55,168,151,1,375,2023,,
McNair High,DeKalb,4160,233,1197,791,4,2225,66,260,186,1,513,2738,
Marbut Elem,DeKalb,4234,272,1176,500,14,1962,56,241,124,6,427,2389,
McNair,DeKalb,2794,155,676,491,5,1327,34,167,109,0,310,1637,
McLendon,DeKalb,3607,167,914,769,7,1857,62,254,186,1,503,2360,
McWilliams,DeKalb,2517,126,801,463,3,1393,30,172,95,0,297,1690,
Medlock,DeKalb,2208,138,598,599,2,1337,50,174,147,0,371,1708,
Midvale Elem,DeKalb,2747,178,864,637,1,1680,74,279,204,2,559,2239,
Miller Grove,DeKalb,4747,300,1165,567,9,2041,49,232,127,4,412,2453,
Montclair Elem,DeKalb,2194,203,546,214,5,968,39,149,43,0,231,1199,
Montreal,DeKalb,2586,200,714,438,2,1354,45,194,138,1,378,1732,
Meadowview,DeKalb,3511,189,797,591,10,1587,44,197,170,3,414,2001,
Memorial South,DeKalb,3138,221,620,302,14,1157,45,132,80,2,259,1416,
Midway,DeKalb,3139,152,612,519,5,1288,45,165,124,2,336,1624,
McNair Academy,DeKalb,1900,122,523,370,4,1019,25,106,78,1,210,1229,
Mount Vernon East,DeKalb,2651,202,876,471,2,1551,63,351,156,2,572,2123,
Mathis-Bob Mathis Elem,DeKalb,2789,182,773,542,2,1499,38,190,152,2,382,1881,
Mount Vernon West,DeKalb,2303,108,814,407,7,1336,54,296,109,2,461,1797,
Metropolitan,DeKalb,3405,152,1211,633,7,2003,42,218,150,4,414,2417,
Montgomery Elem,DeKalb,2446,172,760,515,4,1451,74,273,157,3,507,1958,
Miller Grove Road,DeKalb,2151,154,627,410,3,1194,34,134,93,1,262,1456,
Midvale Road,DeKalb,1832,136,571,287,2,996,39,133,80,0,252,1248,
Miller Grove High,DeKalb,3470,239,803,355,7,1404,54,178,89,2,323,1727,
North Decatur,DeKalb,2166,111,554,459,11,1135,31,120,94,2,247,1382,
North Hairston,DeKalb,2329,191,526,335,6,1058,48,138,99,3,288,1346,
Northlake,DeKalb,1509,129,387,394,0,910,51,131,94,1,277,1187,
North Peachtree,DeKalb,1916,139,456,267,3,865,56,156,74,2,288,1153,
Oak Grove Elem,DeKalb,2253,164,612,563,1,1340,71,224,158,0,453,1793,
Oakcliff Elem,DeKalb,2125,252,437,260,8,957,76,94,80,1,251,1208,
Oakhurst,DeKalb,2398,104,881,632,3,1620,37,205,128,0,370,1990,
Oak View Elem,DeKalb,5011,289,1440,594,17,2340,70,283,145,2,500,2840,
Peachcrest,DeKalb,2458,140,515,359,4,1018,49,135,102,0,286,1304,
Peachtree Middle,DeKalb,3502,229,1050,537,7,1823,67,293,146,1,507,2330,
Princeton Elem,DeKalb,2376,148,723,377,4,1252,25,152,79,1,257,1509,
Pine Lake,DeKalb,632,188,110,62,0,360,53,21,13,0,87,447,
Pleasantdale Road,DeKalb,4538,380,1011,502,6,1899,92,259,141,2,494,2393,
Ponce de Leon,DeKalb,3766,113,774,737,13,1637,37,177,156,0,370,2007,
Panola,DeKalb,1586,116,411,275,2,804,24,72,63,0,159,963,
Panola Way Elem,DeKalb,2252,162,477,262,17,918,48,107,54,4,213,1131,
Piney Grove,DeKalb,2018,145,439,266,5,855,29,93,75,2,199,1054,
Panola Road,DeKalb,2884,167,858,444,4,1473,28,156,125,4,313,1786,
Rainbow Elem,DeKalb,3768,219,986,664,7,1876,45,228,177,2,452,2328,
Redan Elem,DeKalb,3020,175,939,486,8,1608,43,213,113,0,369,1977,
Rehoboth,DeKalb,1813,116,443,533,2,1094,46,133,123,1,303,1397,
Rockbridge Elem,DeKalb,3595,270,763,418,14,1465,58,197,97,4,356,1821,
Rock Chapel Elem,DeKalb,2910,177,924,407,7,1515,41,205,104,0,350,1865,
Rowland Elem,DeKalb,3765,249,781,475,5,1510,57,159,119,4,339,1849,
Redan-Trotti Library,DeKalb,3990,221,1054,591,19,1885,51,211,142,0,404,2289,
Rockbridge Road,DeKalb,3965,267,1243,772,7,2289,49,265,196,2,512,2801,
Rowland Road,DeKalb,2080,144,497,314,7,962,48,107,115,1,271,1233,
Redan Road,DeKalb,2932,192,751,381,6,1330,42,156,137,3,338,1668,
Rock Chapel Road,DeKalb,4178,217,1356,644,18,2235,50,303,197,1,551,2786,
Redan Middle,DeKalb,2496,130,714,417,3,1264,30,175,113,2,320,1584,
Sagamore Hills Elem,DeKalb,2925,201,802,819,0,1822,79,275,233,0,587,2409,
Scott,DeKalb,2805,114,726,798,0,1638,40,179,170,0,389,2027,
Shaw-Robert Shaw Elem,DeKalb,2892,228,722,466,3,1419,48,170,129,0,347,1766,
Stone Mountain Elem,DeKalb,2338,140,479,565,2,1186,37,108,154,1,300,1486,
Silver Lake,DeKalb,4979,252,1533,897,6,2688,78,488,252,0,818,3506,
Skyland,DeKalb,2100,173,638,346,3,1160,68,225,116,3,412,1572,
Snapfinger Elem,DeKalb,1894,137,492,387,1,1017,34,119,110,0,263,1280,
Smoke Rise,DeKalb,2108,149,618,457,1,1225,67,211,182,0,460,1685,
Stone Mtn Middle,DeKalb,3247,270,511,258,9,1048,42,116,84,7,249,1297,
Stone Mill Elem,DeKalb,3714,274,559,386,12,1231,75,135,83,2,295,1526,
Shadow Rock Elem,DeKalb,4347,252,1301,807,7,2367,52,280,221,4,557,2924,
Stoneview Elem,DeKalb,1988,145,438,194,8,785,26,68,55,2,151,936,
Salem Middle,DeKalb,3519,181,1141,673,7,2002,44,267,167,0,478,2480,
Shamrock,DeKalb,1600,127,410,449,2,988,61,132,94,1,288,1276,
South Deshon,DeKalb,3470,220,1063,507,7,1797,48,214,120,6,388,2185,
Stone Mtn Champion,DeKalb,3098,284,657,392,7,1340,48,142,98,3,291,1631,
Stone Mtn,DeKalb,1711,155,318,260,2,735,49,100,64,1,214,949,
Snapfinger Road N,DeKalb,2705,186,553,372,3,1114,52,132,96,2,282,1396,
Snapfinger Road S,DeKalb,1960,132,613,327,3,1075,35,118,107,0,260,1335,
Stephenson Middle,DeKalb,3822,251,1148,634,0,2033,70,263,173,2,508,2541,
South Hairston,DeKalb,3814,294,909,509,14,1726,73,192,127,1,393,2119,
Stephenson High,DeKalb,3555,229,1005,601,5,1840,38,218,204,2,462,2302,
Stonecrest Library,DeKalb,3720,183,1268,442,13,1906,35,272,108,1,416,2322,
Snapfinger Road,DeKalb,4872,182,1801,858,11,2852,38,417,216,0,671,3523,
Terry Mill,DeKalb,2808,180,785,481,2,1448,56,197,119,2,374,1822,
Toney Elem,DeKalb,1729,131,373,279,4,787,30,86,71,2,189,976,
Tucker Library,DeKalb,3506,159,1161,692,3,2015,61,375,206,2,644,2659,
Tilly Mill Road,DeKalb,1552,115,504,274,0,893,56,174,109,1,340,1233,
Tucker,DeKalb,2932,135,886,536,3,1560,23,252,171,5,451,2011,
Valley Brook,DeKalb,1037,114,269,207,4,594,41,61,67,2,171,765,
Wadsworth,DeKalb,3159,215,731,521,9,1476,61,150,133,2,346,1822,
Wesley Chapel Library,DeKalb,2922,167,903,561,3,1634,40,220,148,4,412,2046,
Woodrow Road,DeKalb,3493,223,904,390,9,1526,35,208,102,3,348,1874,
Winnona Park,DeKalb,2020,55,762,546,2,1365,17,161,84,0,262,1627,
Woodridge Elem,DeKalb,3851,262,863,616,9,1750,67,181,155,2,405,2155,
Warren Tech,DeKalb,1364,159,309,191,4,663,50,112,71,0,233,896,
Woodward,DeKalb,3193,143,880,660,1,1684,54,257,250,2,563,2247,
White Oak,DeKalb,2951,251,605,352,6,1214,66,128,72,1,267,1481,
Winters Chapel,DeKalb,1434,119,419,293,2,833,51,159,89,0,299,1132,
Wynbrooke Elem,DeKalb,3496,241,1103,643,8,1995,59,235,189,4,487,2482,
Young Road,DeKalb,1951,88,614,352,4,1058,23,164,84,2,273,1331,
