County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total Votes
Gwinnett,SUWANEE E,4256.0,342.0,1067.0,423.0,0.0,1832.0,142.0,798.0,599.0,2.0,1541.0,16.0,16.0,18.0,0.0,50.0,3423.0
Gwinnett,LAWRENCEVILLE K,3282.0,275.0,579.0,285.0,0.0,1139.0,173.0,656.0,498.0,0.0,1327.0,11.0,17.0,11.0,0.0,39.0,2505.0
Gwinnett,HARBINS B,4845.0,341.0,1259.0,316.0,3.0,1919.0,196.0,892.0,442.0,3.0,1533.0,15.0,19.0,8.0,0.0,42.0,3494.0
Gwinnett,BAYCREEK F,4608.0,230.0,541.0,228.0,4.0,1003.0,290.0,1371.0,684.0,8.0,2353.0,20.0,24.0,12.0,0.0,56.0,3412.0
Gwinnett,PUCKETTS C,3367.0,261.0,887.0,235.0,0.0,1383.0,130.0,534.0,350.0,0.0,1014.0,8.0,13.0,6.0,1.0,28.0,2425.0
Gwinnett,HOG MOUNTAIN C,4292.0,341.0,917.0,308.0,0.0,1566.0,202.0,711.0,526.0,3.0,1442.0,9.0,25.0,14.0,0.0,48.0,3056.0
Gwinnett,ROCKYCREEK B,5061.0,359.0,1193.0,357.0,2.0,1911.0,233.0,994.0,530.0,1.0,1758.0,19.0,40.0,12.0,0.0,71.0,3740.0
Gwinnett,DULUTH I,5105.0,297.0,918.0,609.0,1.0,1825.0,206.0,794.0,985.0,1.0,1986.0,5.0,6.0,11.0,0.0,22.0,3833.0
Gwinnett,MARTINS K,5352.0,224.0,418.0,250.0,0.0,892.0,485.0,1369.0,832.0,4.0,2690.0,9.0,12.0,14.0,0.0,35.0,3617.0
Gwinnett,SUWANEE H,3785.0,319.0,1120.0,437.0,0.0,1876.0,125.0,594.0,483.0,1.0,1203.0,9.0,17.0,18.0,0.0,44.0,3123.0
Gwinnett,SUGAR HILL G,2814.0,282.0,784.0,250.0,0.0,1316.0,79.0,408.0,403.0,1.0,891.0,14.0,12.0,6.0,0.0,32.0,2239.0
Gwinnett,SUWANEE F,3966.0,276.0,775.0,322.0,2.0,1375.0,177.0,775.0,596.0,2.0,1550.0,20.0,12.0,9.0,0.0,41.0,2966.0
Gwinnett,LAWRENCEVILLE L,4802.0,222.0,719.0,316.0,1.0,1258.0,284.0,1166.0,750.0,1.0,2201.0,8.0,18.0,8.0,0.0,34.0,3493.0
Gwinnett,LAWRENCEVILLE M,7255.0,264.0,574.0,273.0,3.0,1114.0,521.0,2059.0,1065.0,6.0,3651.0,16.0,25.0,17.0,0.0,58.0,4823.0
Gwinnett,BAYCREEK G,6241.0,261.0,778.0,293.0,0.0,1332.0,315.0,1967.0,933.0,1.0,3216.0,16.0,20.0,7.0,0.0,43.0,4591.0
Gwinnett,BAYCREEK H,6811.0,365.0,1344.0,518.0,2.0,2229.0,330.0,1761.0,931.0,3.0,3025.0,16.0,24.0,16.0,0.0,56.0,5310.0
Gwinnett,BAYCREEK I,5899.0,260.0,792.0,350.0,6.0,1408.0,321.0,1521.0,793.0,4.0,2639.0,15.0,22.0,18.0,0.0,55.0,4102.0
Gwinnett,BERKSHIRE Q,1802.0,163.0,303.0,159.0,1.0,626.0,104.0,301.0,246.0,1.0,652.0,5.0,6.0,8.0,0.0,19.0,1297.0
Gwinnett,GOODWINS I,2501.0,241.0,371.0,265.0,0.0,877.0,157.0,489.0,387.0,0.0,1033.0,15.0,10.0,7.0,0.0,32.0,1942.0
Gwinnett,DULUTH K,2786.0,72.0,170.0,76.0,0.0,318.0,227.0,559.0,327.0,3.0,1116.0,9.0,10.0,7.0,0.0,26.0,1460.0
Gwinnett,HARBINS C,2850.0,380.0,600.0,178.0,2.0,1160.0,172.0,620.0,276.0,1.0,1069.0,5.0,12.0,6.0,0.0,23.0,2252.0
Gwinnett,ROCKYCREEK C,4806.0,331.0,1167.0,338.0,0.0,1836.0,231.0,993.0,565.0,4.0,1793.0,15.0,27.0,16.0,0.0,58.0,3687.0
Gwinnett,LAWRENCEVILLE N,2573.0,167.0,302.0,140.0,0.0,609.0,210.0,472.0,305.0,7.0,994.0,10.0,6.0,11.0,0.0,27.0,1630.0
Gwinnett,PUCKETTS D,3622.0,249.0,953.0,325.0,4.0,1531.0,141.0,587.0,418.0,1.0,1147.0,12.0,15.0,10.0,0.0,37.0,2715.0
Gwinnett,SUWANEE G,3904.0,286.0,697.0,250.0,0.0,1233.0,227.0,867.0,581.0,1.0,1676.0,14.0,15.0,21.0,0.0,50.0,2959.0
Gwinnett,BAYCREEK J,4567.0,199.0,518.0,242.0,1.0,960.0,301.0,1308.0,660.0,5.0,2274.0,11.0,7.0,7.0,0.0,25.0,3259.0
Harris,Cataula,2898.0,622.0,822.0,251.0,1.0,1696.0,110.0,251.0,219.0,0.0,580.0,17.0,3.0,8.0,0.0,28.0,2304.0
Harris,Ellerslie,4211.0,818.0,1152.0,356.0,0.0,2326.0,153.0,467.0,398.0,0.0,1018.0,16.0,11.0,9.0,0.0,36.0,3380.0
Harris,Goodman,1649.0,251.0,340.0,139.0,0.0,730.0,161.0,144.0,146.0,1.0,452.0,4.0,4.0,4.0,0.0,12.0,1194.0
Harris,Hamilton,2739.0,426.0,747.0,165.0,4.0,1342.0,157.0,314.0,246.0,1.0,718.0,14.0,12.0,4.0,0.0,30.0,2090.0
Harris,Lower 19th,2570.0,645.0,690.0,219.0,2.0,1556.0,77.0,172.0,209.0,0.0,458.0,13.0,6.0,4.0,0.0,23.0,2037.0
Harris,Mulberry Grove,2908.0,572.0,996.0,274.0,0.0,1842.0,61.0,198.0,165.0,0.0,424.0,10.0,4.0,13.0,0.0,27.0,2293.0
Harris,Pine Mountain Valley,1121.0,408.0,216.0,78.0,2.0,704.0,52.0,46.0,50.0,1.0,149.0,4.0,1.0,1.0,0.0,6.0,859.0
Harris,Skinner,894.0,250.0,108.0,71.0,0.0,429.0,113.0,50.0,90.0,2.0,255.0,4.0,1.0,1.0,0.0,6.0,690.0
Harris,Upper 19th,1628.0,424.0,508.0,148.0,2.0,1082.0,59.0,83.0,68.0,0.0,210.0,5.0,0.0,5.0,0.0,10.0,1302.0
Harris,Valley Plains,785.0,253.0,114.0,55.0,0.0,422.0,76.0,39.0,64.0,0.0,179.0,2.0,0.0,0.0,0.0,2.0,603.0
Harris,Waverly Hall,2853.0,521.0,639.0,230.0,2.0,1392.0,167.0,261.0,302.0,1.0,731.0,5.0,6.0,6.0,0.0,17.0,2140.0
Harris,Whitesville,1370.0,402.0,295.0,101.0,0.0,798.0,92.0,81.0,110.0,0.0,283.0,9.0,2.0,7.0,0.0,18.0,1099.0
Montgomery,Ailey,431.0,67.0,155.0,22.0,0.0,244.0,25.0,38.0,32.0,0.0,95.0,0.0,2.0,0.0,0.0,2.0,341.0
Montgomery,Alston,472.0,140.0,150.0,35.0,0.0,325.0,8.0,27.0,13.0,0.0,48.0,1.0,0.0,0.0,0.0,1.0,374.0
Montgomery,Higgston,1340.0,273.0,420.0,76.0,0.0,769.0,44.0,96.0,77.0,0.0,217.0,4.0,4.0,1.0,0.0,9.0,995.0
Montgomery,Kibbee,532.0,162.0,148.0,59.0,0.0,369.0,7.0,11.0,17.0,0.0,35.0,3.0,1.0,0.0,0.0,4.0,408.0
Montgomery,Mount Vernon,1444.0,146.0,326.0,73.0,0.0,545.0,113.0,182.0,113.0,0.0,408.0,2.0,5.0,2.0,0.0,9.0,962.0
Montgomery,Tarrytown,333.0,116.0,97.0,34.0,0.0,247.0,9.0,2.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,263.0
Montgomery,Uvalda,911.0,205.0,199.0,57.0,0.0,461.0,44.0,63.0,53.0,0.0,160.0,2.0,0.0,0.0,0.0,2.0,623.0
Early,Arlington,911.0,119.0,127.0,48.0,0.0,294.0,107.0,120.0,142.0,0.0,369.0,1.0,2.0,0.0,0.0,3.0,666.0
Early,Blakely,3445.0,122.0,550.0,158.0,3.0,833.0,431.0,714.0,307.0,0.0,1452.0,3.0,9.0,2.0,0.0,14.0,2299.0
Early,Cedar Springs,1114.0,263.0,285.0,93.0,0.0,641.0,28.0,77.0,86.0,0.0,191.0,1.0,0.0,0.0,0.0,1.0,833.0
Early,Cuba,1180.0,179.0,306.0,50.0,0.0,535.0,63.0,139.0,114.0,0.0,316.0,1.0,4.0,2.0,0.0,7.0,858.0
Early,Urquhart,670.0,116.0,236.0,67.0,0.0,419.0,17.0,57.0,35.0,0.0,109.0,1.0,0.0,2.0,0.0,3.0,531.0
Webster,Preston 1,1705.0,139.0,488.0,121.0,0.0,748.0,142.0,270.0,227.0,0.0,639.0,0.0,1.0,2.0,0.0,3.0,1390.0
Berrien,West Berrien,999.0,337.0,278.0,90.0,1.0,706.0,18.0,29.0,20.0,0.0,67.0,3.0,1.0,3.0,0.0,7.0,780.0
Berrien,Ray City,1946.0,337.0,599.0,125.0,1.0,1062.0,72.0,77.0,67.0,0.0,216.0,7.0,3.0,2.0,0.0,12.0,1290.0
Berrien,Nashville,6079.0,551.0,2444.0,396.0,2.0,3393.0,118.0,361.0,214.0,1.0,694.0,7.0,16.0,2.0,0.0,25.0,4112.0
Berrien,Enigma,1111.0,323.0,237.0,71.0,5.0,636.0,38.0,25.0,23.0,0.0,86.0,2.0,2.0,2.0,0.0,6.0,728.0
Berrien,Alapaha,1140.0,287.0,267.0,67.0,1.0,622.0,87.0,76.0,43.0,0.0,206.0,2.0,3.0,0.0,0.0,5.0,833.0
Catoosa,Blackstock,1952.0,386.0,588.0,114.0,0.0,1088.0,40.0,107.0,60.0,1.0,208.0,9.0,7.0,3.0,0.0,19.0,1315.0
Catoosa,Boynton,6027.0,685.0,2445.0,368.0,3.0,3501.0,130.0,562.0,304.0,0.0,996.0,26.0,36.0,8.0,0.0,70.0,4567.0
Catoosa,Catoosa Keith,2611.0,485.0,877.0,170.0,0.0,1532.0,54.0,165.0,110.0,0.0,329.0,18.0,16.0,5.0,0.0,39.0,1900.0
Catoosa,Chambers,2552.0,328.0,1130.0,180.0,3.0,1641.0,56.0,183.0,112.0,0.0,351.0,13.0,13.0,7.0,1.0,34.0,2026.0
Catoosa,Ft Oglethorpe,4054.0,378.0,1296.0,314.0,1.0,1989.0,109.0,376.0,216.0,0.0,701.0,5.0,21.0,7.0,0.0,33.0,2723.0
Catoosa,Graysville,4501.0,564.0,1617.0,255.0,3.0,2439.0,104.0,339.0,215.0,0.0,658.0,22.0,24.0,5.0,0.0,51.0,3148.0
Catoosa,Lakeview,3572.0,354.0,1098.0,201.0,1.0,1654.0,88.0,259.0,137.0,1.0,485.0,10.0,16.0,9.0,1.0,36.0,2175.0
Catoosa,Poplar Springs,4191.0,474.0,1691.0,268.0,0.0,2433.0,71.0,321.0,189.0,1.0,582.0,21.0,17.0,5.0,0.0,43.0,3058.0
Catoosa,Ringgold,7414.0,581.0,2980.0,516.0,3.0,4080.0,148.0,766.0,413.0,0.0,1327.0,18.0,49.0,15.0,0.0,82.0,5489.0
Catoosa,Westside,5895.0,412.0,2126.0,418.0,2.0,2958.0,92.0,554.0,256.0,0.0,902.0,18.0,27.0,12.0,0.0,57.0,3917.0
Catoosa,Woodstation,2946.0,523.0,1177.0,148.0,4.0,1852.0,84.0,191.0,118.0,0.0,393.0,18.0,10.0,2.0,0.0,30.0,2275.0
Jeff Davis,Hazlehurst,1406.0,111.0,238.0,57.0,0.0,406.0,102.0,209.0,97.0,0.0,408.0,6.0,2.0,2.0,0.0,10.0,824.0
Jeff Davis,Altamaha 1,703.0,93.0,311.0,43.0,0.0,447.0,10.0,44.0,14.0,0.0,68.0,2.0,4.0,0.0,0.0,6.0,521.0
Jeff Davis,Altamaha 2,1249.0,347.0,489.0,77.0,0.0,913.0,15.0,16.0,12.0,0.0,43.0,2.0,1.0,2.0,0.0,5.0,961.0
Jeff Davis,Blackburn 1,870.0,102.0,237.0,42.0,0.0,381.0,26.0,49.0,36.0,0.0,111.0,1.0,3.0,1.0,0.0,5.0,497.0
Jeff Davis,Blackburn 2,722.0,177.0,261.0,55.0,0.0,493.0,4.0,10.0,10.0,0.0,24.0,2.0,1.0,0.0,0.0,3.0,520.0
Jeff Davis,Whitehead 1,988.0,103.0,332.0,68.0,0.0,503.0,33.0,79.0,40.0,0.0,152.0,1.0,1.0,1.0,0.0,3.0,658.0
Jeff Davis,Whitehead 2,642.0,196.0,206.0,49.0,0.0,451.0,12.0,8.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,480.0
Jeff Davis,Ocmulgee 1,1399.0,180.0,538.0,103.0,0.0,821.0,37.0,63.0,27.0,0.0,127.0,3.0,4.0,4.0,0.0,11.0,959.0
Jeff Davis,Ocmulgee 2,499.0,109.0,137.0,34.0,0.0,280.0,9.0,29.0,28.0,0.0,66.0,1.0,1.0,3.0,0.0,5.0,351.0
Chattooga,Coldwater,248.0,31.0,85.0,15.0,0.0,131.0,9.0,28.0,25.0,0.0,62.0,1.0,1.0,0.0,0.0,2.0,195.0
Chattooga,Dirtseller,186.0,45.0,61.0,7.0,0.0,113.0,4.0,9.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,132.0
Chattooga,Haywood,169.0,74.0,23.0,3.0,0.0,100.0,8.0,1.0,5.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0,116.0
Chattooga,Lyerly,934.0,215.0,267.0,53.0,2.0,537.0,34.0,42.0,32.0,0.0,108.0,13.0,8.0,0.0,0.0,21.0,666.0
Chattooga,Trion,3496.0,581.0,1171.0,254.0,1.0,2007.0,71.0,163.0,134.0,0.0,368.0,13.0,16.0,9.0,0.0,38.0,2413.0
Chattooga,Summerville,5155.0,548.0,1671.0,422.0,2.0,2643.0,149.0,412.0,283.0,1.0,845.0,15.0,24.0,10.0,0.0,49.0,3537.0
Chattooga,Teloga,593.0,89.0,257.0,66.0,0.0,412.0,5.0,18.0,23.0,0.0,46.0,0.0,2.0,0.0,0.0,2.0,460.0
Chattooga,Dirttown,897.0,259.0,265.0,74.0,0.0,598.0,28.0,41.0,45.0,0.0,114.0,1.0,4.0,3.0,0.0,8.0,720.0
Chattooga,Seminole,138.0,33.0,43.0,18.0,0.0,94.0,2.0,5.0,3.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,106.0
Chattooga,Subligna,489.0,174.0,124.0,49.0,1.0,348.0,8.0,11.0,18.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,385.0
Chattooga,Alpine,872.0,264.0,217.0,70.0,0.0,551.0,30.0,46.0,33.0,0.0,109.0,1.0,1.0,1.0,0.0,3.0,663.0
Chattooga,Cloudland,378.0,84.0,108.0,33.0,0.0,225.0,5.0,38.0,27.0,0.0,70.0,2.0,0.0,1.0,0.0,3.0,298.0
Chattooga,Pennville,588.0,67.0,200.0,38.0,0.0,305.0,13.0,23.0,15.0,0.0,51.0,1.0,1.0,1.0,0.0,3.0,359.0
Pierce,Hacklebarney-Cason,3524.0,251.0,1421.0,226.0,0.0,1898.0,36.0,281.0,161.0,0.0,478.0,4.0,11.0,0.0,0.0,15.0,2391.0
Pierce,Blackshear,3207.0,278.0,1451.0,240.0,0.0,1969.0,35.0,120.0,71.0,0.0,226.0,7.0,3.0,4.0,0.0,14.0,2209.0
Pierce,St Johns-Blackshear,1611.0,134.0,840.0,139.0,0.0,1113.0,15.0,49.0,37.0,0.0,101.0,1.0,7.0,0.0,0.0,8.0,1222.0
Pierce,Otter Creek,1397.0,199.0,631.0,105.0,0.0,935.0,8.0,41.0,31.0,0.0,80.0,1.0,4.0,1.0,0.0,6.0,1021.0
Pierce,Patterson,1311.0,205.0,537.0,79.0,0.0,821.0,21.0,71.0,39.0,0.0,131.0,1.0,2.0,0.0,0.0,3.0,955.0
Pierce,Mershon,478.0,39.0,254.0,44.0,0.0,337.0,2.0,10.0,13.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,362.0
Pierce,Alabaha,918.0,74.0,471.0,57.0,0.0,602.0,5.0,34.0,16.0,0.0,55.0,0.0,2.0,1.0,0.0,3.0,660.0
Pierce,Sunset-Sweat,271.0,28.0,163.0,33.0,0.0,224.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,228.0
Lincoln,Midway,587.0,98.0,161.0,44.0,0.0,303.0,32.0,32.0,66.0,0.0,130.0,1.0,0.0,1.0,0.0,2.0,435.0
Lincoln,Lincoln Club House,799.0,66.0,135.0,29.0,0.0,230.0,65.0,120.0,161.0,2.0,348.0,0.0,0.0,1.0,0.0,1.0,579.0
Lincoln,Lincoln Center,1489.0,173.0,559.0,127.0,0.0,859.0,50.0,112.0,100.0,0.0,262.0,6.0,3.0,3.0,0.0,12.0,1133.0
Lincoln,Faith Temple of Lincoln,489.0,78.0,122.0,32.0,0.0,232.0,21.0,55.0,52.0,0.0,128.0,0.0,2.0,0.0,0.0,2.0,362.0
Lincoln,Tabernacle,1003.0,133.0,241.0,56.0,0.0,430.0,61.0,108.0,141.0,0.0,310.0,1.0,2.0,2.0,0.0,5.0,745.0
Lincoln,Bethany Church,575.0,116.0,169.0,55.0,0.0,340.0,10.0,37.0,25.0,0.0,72.0,1.0,3.0,1.0,0.0,5.0,417.0
Lincoln,Martins Crossroad,1234.0,240.0,445.0,99.0,1.0,785.0,26.0,76.0,83.0,0.0,185.0,4.0,3.0,2.0,0.0,9.0,979.0
Colquitt,Shaw,3487.0,79.0,268.0,82.0,0.0,429.0,354.0,472.0,326.0,0.0,1152.0,4.0,4.0,1.0,0.0,9.0,1590.0
Colquitt,Moultrie,4809.0,345.0,1165.0,289.0,0.0,1799.0,225.0,593.0,350.0,1.0,1169.0,9.0,12.0,7.0,0.0,28.0,2996.0
Colquitt,Autreyville,1512.0,260.0,415.0,69.0,2.0,746.0,45.0,102.0,55.0,0.0,202.0,5.0,3.0,0.0,0.0,8.0,956.0
Colquitt,Bridgecreek,1191.0,274.0,444.0,75.0,2.0,795.0,23.0,38.0,38.0,0.0,99.0,1.0,1.0,0.0,0.0,2.0,896.0
Colquitt,Crosland,289.0,86.0,31.0,20.0,0.0,137.0,24.0,17.0,9.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,188.0
Colquitt,Doerun,619.0,152.0,120.0,22.0,0.0,294.0,76.0,38.0,26.0,0.0,140.0,2.0,0.0,1.0,0.0,3.0,437.0
Colquitt,Funston,1030.0,279.0,268.0,63.0,3.0,613.0,26.0,49.0,32.0,0.0,107.0,7.0,2.0,1.0,0.0,10.0,730.0
Colquitt,Hamilton,784.0,263.0,205.0,44.0,0.0,512.0,19.0,23.0,13.0,0.0,55.0,1.0,1.0,2.0,0.0,4.0,571.0
Colquitt,Hartsfield,408.0,172.0,84.0,34.0,1.0,291.0,7.0,8.0,12.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,320.0
Colquitt,Hopewell,1670.0,264.0,598.0,107.0,2.0,971.0,35.0,97.0,54.0,1.0,187.0,6.0,8.0,0.0,0.0,14.0,1172.0
Colquitt,Lee,1094.0,211.0,275.0,72.0,0.0,558.0,27.0,58.0,23.0,0.0,108.0,2.0,1.0,0.0,0.0,3.0,669.0
Colquitt,Millcreek,422.0,112.0,132.0,37.0,0.0,281.0,5.0,11.0,11.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,310.0
Colquitt,Monk,1555.0,345.0,446.0,97.0,0.0,888.0,36.0,78.0,56.0,0.0,170.0,3.0,3.0,0.0,0.0,6.0,1064.0
Colquitt,Murphy,973.0,190.0,430.0,56.0,0.0,676.0,14.0,50.0,32.0,0.0,96.0,1.0,5.0,0.0,0.0,6.0,778.0
Colquitt,Norman Park,2586.0,404.0,678.0,144.0,0.0,1226.0,95.0,162.0,115.0,0.0,372.0,2.0,5.0,8.0,0.0,15.0,1613.0
Colquitt,Robinson,860.0,232.0,202.0,46.0,0.0,480.0,39.0,36.0,18.0,0.0,93.0,1.0,2.0,0.0,0.0,3.0,576.0
Colquitt,Thigpen,251.0,100.0,45.0,14.0,0.0,159.0,8.0,3.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,176.0
Colquitt,Tyty,543.0,220.0,76.0,32.0,0.0,328.0,14.0,10.0,7.0,0.0,31.0,3.0,0.0,0.0,0.0,3.0,362.0
Colquitt,Warrior,971.0,282.0,250.0,62.0,0.0,594.0,36.0,32.0,16.0,0.0,84.0,1.0,0.0,0.0,0.0,1.0,679.0
Habersham,Habersham North,9096.0,642.0,4109.0,993.0,8.0,5752.0,95.0,606.0,474.0,2.0,1177.0,16.0,61.0,16.0,0.0,93.0,7022.0
Habersham,Habersham South,6171.0,506.0,2153.0,602.0,6.0,3267.0,149.0,426.0,282.0,1.0,858.0,24.0,21.0,7.0,0.0,52.0,4177.0
Habersham,Demorest,4963.0,483.0,2086.0,528.0,1.0,3098.0,79.0,258.0,184.0,1.0,522.0,7.0,23.0,7.0,0.0,37.0,3657.0
Habersham,Town of Mt Airy,790.0,99.0,238.0,64.0,2.0,403.0,21.0,59.0,31.0,0.0,111.0,4.0,3.0,2.0,0.0,9.0,523.0
Habersham,City of Baldwin,1252.0,140.0,295.0,88.0,0.0,523.0,48.0,81.0,61.0,0.0,190.0,4.0,6.0,0.0,0.0,10.0,723.0
Habersham,Mud Creek,4435.0,487.0,1638.0,459.0,4.0,2588.0,87.0,200.0,168.0,0.0,455.0,6.0,11.0,6.0,0.0,23.0,3066.0
Habersham,Amys Creek,1557.0,271.0,564.0,171.0,0.0,1006.0,32.0,103.0,115.0,0.0,250.0,3.0,1.0,4.0,0.0,8.0,1264.0
Meriwether,Chalybeate,451.0,173.0,107.0,27.0,0.0,307.0,16.0,8.0,24.0,0.0,48.0,2.0,1.0,0.0,0.0,3.0,358.0
Meriwether,Gill I,1662.0,284.0,338.0,139.0,0.0,761.0,149.0,131.0,141.0,1.0,422.0,4.0,1.0,4.0,0.0,9.0,1192.0
Meriwether,Gill II,1000.0,38.0,78.0,30.0,0.0,146.0,152.0,160.0,207.0,0.0,519.0,1.0,2.0,2.0,0.0,5.0,670.0
Meriwether,Odessadale,296.0,35.0,81.0,22.0,0.0,138.0,32.0,19.0,41.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,231.0
Meriwether,Greenville,2009.0,109.0,457.0,110.0,0.0,676.0,105.0,360.0,201.0,1.0,667.0,1.0,4.0,2.0,0.0,7.0,1350.0
Meriwether,Lone Oak,1263.0,160.0,273.0,59.0,0.0,492.0,89.0,149.0,171.0,0.0,409.0,4.0,5.0,2.0,0.0,11.0,912.0
Meriwether,Luthersville,2760.0,396.0,626.0,164.0,0.0,1186.0,169.0,278.0,240.0,0.0,687.0,0.0,3.0,2.0,0.0,5.0,1878.0
Meriwether,Alvaton,1528.0,251.0,359.0,112.0,1.0,723.0,118.0,123.0,134.0,2.0,377.0,3.0,2.0,1.0,0.0,6.0,1106.0
Meriwether,Gay,411.0,82.0,107.0,28.0,0.0,217.0,20.0,17.0,38.0,0.0,75.0,5.0,0.0,0.0,0.0,5.0,297.0
Meriwether,Woodbury,1363.0,157.0,267.0,89.0,0.0,513.0,174.0,149.0,136.0,0.0,459.0,0.0,0.0,1.0,0.0,1.0,973.0
Meriwether,Warm Springs,1161.0,178.0,282.0,85.0,1.0,546.0,102.0,112.0,65.0,0.0,279.0,2.0,3.0,2.0,0.0,7.0,832.0
Meriwether,Durand,730.0,163.0,145.0,49.0,0.0,357.0,42.0,71.0,60.0,0.0,173.0,1.0,1.0,0.0,0.0,2.0,532.0
Meriwether,Raleigh,501.0,113.0,162.0,36.0,0.0,311.0,16.0,27.0,25.0,0.0,68.0,2.0,2.0,0.0,0.0,4.0,383.0
Meriwether,Cove,202.0,91.0,30.0,30.0,0.0,151.0,5.0,0.0,6.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,163.0
Camden,Tarboro,979.0,220.0,215.0,55.0,0.0,490.0,50.0,58.0,84.0,0.0,192.0,0.0,6.0,1.0,0.0,7.0,689.0
Camden,Waverly,1530.0,276.0,467.0,143.0,0.0,886.0,76.0,104.0,167.0,0.0,347.0,3.0,2.0,4.0,0.0,9.0,1242.0
Camden,Woodbine,1973.0,257.0,479.0,105.0,1.0,842.0,96.0,251.0,193.0,0.0,540.0,11.0,1.0,2.0,0.0,14.0,1396.0
Camden,Browntown,698.0,126.0,207.0,51.0,0.0,384.0,8.0,25.0,41.0,0.0,74.0,4.0,8.0,2.0,0.0,14.0,472.0
Camden,Harrietts Bluff,1834.0,361.0,583.0,131.0,0.0,1075.0,46.0,151.0,101.0,1.0,299.0,15.0,8.0,2.0,0.0,25.0,1399.0
Camden,West Kingsland,2782.0,295.0,896.0,164.0,0.0,1355.0,85.0,279.0,133.0,0.0,497.0,17.0,17.0,5.0,0.0,39.0,1891.0
Camden,North Kingsland,2599.0,188.0,485.0,74.0,0.0,747.0,130.0,426.0,248.0,0.0,804.0,9.0,24.0,5.0,0.0,38.0,1589.0
Camden,Kingsland,2274.0,178.0,495.0,90.0,0.0,763.0,72.0,266.0,147.0,0.0,485.0,15.0,12.0,2.0,0.0,29.0,1277.0
Camden,East Kingsland,6866.0,486.0,1942.0,397.0,0.0,2825.0,192.0,898.0,514.0,0.0,1604.0,35.0,42.0,23.0,0.0,100.0,4529.0
Camden,North St Marys,2095.0,158.0,316.0,81.0,0.0,555.0,88.0,201.0,97.0,1.0,387.0,11.0,15.0,10.0,0.0,36.0,978.0
Camden,St Marys,3218.0,335.0,714.0,173.0,0.0,1222.0,138.0,433.0,274.0,0.0,845.0,25.0,18.0,18.0,0.0,61.0,2128.0
Camden,South St Marys,2139.0,207.0,646.0,157.0,3.0,1013.0,48.0,252.0,246.0,0.0,546.0,9.0,8.0,4.0,0.0,21.0,1580.0
Camden,Mush Bluff,2816.0,312.0,822.0,174.0,0.0,1308.0,86.0,326.0,226.0,1.0,639.0,8.0,28.0,8.0,0.0,44.0,1991.0
Camden,West St Marys,3147.0,222.0,1198.0,366.0,0.0,1786.0,51.0,351.0,306.0,0.0,708.0,8.0,16.0,9.0,0.0,33.0,2527.0
Quitman,Georgetown,1454.0,142.0,343.0,80.0,0.0,565.0,145.0,191.0,130.0,1.0,467.0,3.0,1.0,1.0,0.0,5.0,1037.0
Quitman,Morris,93.0,21.0,10.0,8.0,0.0,39.0,18.0,5.0,7.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,69.0
Mitchell,Baconton,1129.0,156.0,205.0,39.0,0.0,400.0,98.0,124.0,109.0,0.0,331.0,6.0,2.0,0.0,0.0,8.0,739.0
Mitchell,Branchville,599.0,172.0,186.0,27.0,0.0,385.0,11.0,42.0,29.0,0.0,82.0,2.0,1.0,0.0,0.0,3.0,470.0
Mitchell,Camilla North,1996.0,42.0,178.0,28.0,0.0,248.0,194.0,420.0,386.0,0.0,1000.0,1.0,0.0,1.0,0.0,2.0,1250.0
Mitchell,Camilla South,3475.0,114.0,871.0,212.0,0.0,1197.0,174.0,573.0,421.0,3.0,1171.0,2.0,2.0,3.0,0.0,7.0,2375.0
