Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
SS04,Fulton,3763,217,1295,685,18,2215,53,223,78,2,356,2571,
SS05,Fulton,1853,105,777,447,4,1333,26,107,42,0,175,1508,
SS06,Fulton,1667,78,668,391,45,1182,9,95,36,13,153,1335,
SS07A,Fulton,1254,35,458,327,0,820,14,75,29,0,118,938,
SS07B,Fulton,793,42,274,161,0,477,10,42,10,1,63,540,
SS07C,Fulton,809,27,207,185,8,427,5,24,28,7,64,491,
SS08A,Fulton,1891,134,673,237,11,1055,39,100,28,3,170,1225,
SS08B,Fulton,696,27,281,165,0,473,3,26,21,0,50,523,
SS08C,Fulton,716,28,235,138,0,401,12,43,15,0,70,471,
SS08D,Fulton,1555,86,506,247,0,839,18,88,36,0,142,981,
SS09A,Fulton,3193,181,1167,839,0,2187,38,181,69,0,288,2475,
SS09B,Fulton,3611,147,1487,850,2,2486,23,207,85,0,315,2801,
SS11A,Fulton,4026,269,1361,662,9,2301,67,187,67,3,324,2625,
SS11B,Fulton,1412,94,439,204,1,738,21,62,27,0,110,848,
SS11C,Fulton,361,26,114,30,1,171,5,11,3,0,19,190,
SS11D,Fulton,397,23,169,89,0,281,3,12,7,0,22,303,
SS12,Fulton,2897,161,1072,642,9,1884,31,145,63,0,239,2123,
SS13A,Fulton,2103,130,768,349,2,1249,23,125,35,0,183,1432,
SS13B,Fulton,1278,81,520,166,1,768,11,73,16,0,100,868,
SS14,Fulton,1412,82,590,295,1,968,17,112,22,0,151,1119,
SS15A,Fulton,2756,206,729,264,6,1205,55,161,29,0,245,1450,
SS15B,Fulton,1730,173,535,209,2,919,32,89,22,0,143,1062,
SS16,Fulton,2116,101,829,540,4,1474,14,131,52,1,198,1672,
SS17,Fulton,3686,266,1298,680,12,2256,62,207,78,3,350,2606,
SS18A,Fulton,657,39,267,161,0,467,10,35,13,0,58,525,
SS18B,Fulton,241,15,91,59,2,167,1,16,2,0,19,186,
SS19A,Fulton,3299,161,1069,418,6,1654,42,195,45,5,287,1941,
SS19B,Fulton,2342,110,836,353,63,1362,22,156,35,33,246,1608,
SS20,Fulton,2404,158,716,370,10,1254,31,127,45,3,206,1460,
SS22,Fulton,2834,182,741,523,2,1448,32,138,64,1,235,1683,
SS26,Fulton,3824,209,1169,376,13,1767,54,216,49,4,323,2090,
SS29A,Fulton,2842,189,1024,539,6,1758,25,143,44,1,213,1971,
SS31,Fulton,1703,70,648,341,0,1059,22,91,44,0,157,1216,
UC01A,Fulton,4234,243,944,299,8,1494,82,291,44,4,421,1915,
UC01B,Fulton,428,28,108,24,4,164,9,36,7,2,54,218,
UC01D,Fulton,6,0,0,0,0,0,0,0,0,0,0,0,
UC01E,Fulton,512,30,225,58,0,313,10,47,13,0,70,383,
UC02A,Fulton,5609,254,1731,929,11,2925,76,452,201,6,735,3660,
UC02B,Fulton,32,3,13,3,0,19,0,1,0,0,1,20,
