Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
07E,Fulton,2247,79,688,504,5,1276,20,193,111,2,326,1602,
07F,Fulton,3790,206,1246,623,26,2101,55,328,137,4,524,2625,
07H,Fulton,2060,100,694,407,0,1201,37,211,82,0,330,1531,
07J,Fulton,3041,164,1029,513,11,1717,55,228,108,2,393,2110,
07M,Fulton,2401,137,631,363,0,1131,35,160,66,0,261,1392,
07N,Fulton,2139,114,559,315,6,994,36,126,68,3,233,1227,
08A,Fulton,3084,179,1020,475,7,1681,64,329,120,3,516,2197,
08B,Fulton,3498,151,1252,547,0,1950,55,426,136,1,618,2568,
08C,Fulton,1500,64,515,256,0,835,16,193,76,0,285,1120,
08D,Fulton,1073,37,373,198,14,622,8,147,45,3,203,825,
08E,Fulton,2568,107,928,538,2,1575,42,301,115,1,459,2034,
08F1,Fulton,2187,92,818,393,4,1307,32,280,79,0,391,1698,
08G,Fulton,3086,147,747,517,4,1415,55,223,139,1,418,1833,
08H,Fulton,2556,97,840,518,3,1458,27,304,125,0,456,1914,
08J,Fulton,3344,169,1270,487,5,1931,57,361,98,4,520,2451,
08K,Fulton,1049,68,370,196,0,634,24,82,32,0,138,772,
08L,Fulton,4505,202,1467,765,17,2451,82,379,141,4,606,3057,
08M,Fulton,2295,130,741,335,2,1208,56,270,86,1,413,1621,
08N1,Fulton,824,24,299,140,1,464,12,94,35,1,142,606,
08N2,Fulton,1616,67,499,298,2,866,18,128,85,0,231,1097,
08P,Fulton,1887,111,582,225,5,923,31,106,24,3,164,1087,
09A,Fulton,3856,164,1430,533,9,2136,51,310,104,0,465,2601,
09B,Fulton,464,22,52,40,0,114,7,25,24,0,56,170,
09C,Fulton,3353,210,687,309,24,1230,60,168,125,3,356,1586,
09D,Fulton,2299,175,314,211,6,706,51,119,70,2,242,948,
09E,Fulton,3261,223,775,242,1,1241,57,180,69,1,307,1548,
09F,Fulton,3917,157,1402,666,6,2231,47,380,115,0,542,2773,
09G,Fulton,3943,226,1407,618,9,2260,58,260,85,1,404,2664,
09H,Fulton,1185,75,382,142,0,599,13,47,25,1,86,685,
09I,Fulton,1397,100,209,121,2,432,40,53,45,0,138,570,
09K,Fulton,4002,219,684,323,8,1234,54,186,133,3,376,1610,
09K1,Fulton,1518,75,257,36,0,368,37,62,6,1,106,474,
09M,Fulton,2578,101,1122,322,0,1545,26,209,69,0,304,1849,
10A,Fulton,3186,189,719,365,8,1281,47,213,143,5,408,1689,
10B,Fulton,3965,182,1219,668,8,2077,57,253,188,2,500,2577,
10C,Fulton,2598,111,543,209,9,872,29,141,94,6,270,1142,
10D,Fulton,4968,253,866,367,111,1597,65,253,157,36,511,2108,
10E,Fulton,1084,77,248,136,1,462,18,57,42,2,119,581,
10F,Fulton,1208,94,243,126,12,475,25,64,61,1,151,626,
10G,Fulton,1332,78,411,178,1,668,23,91,53,2,169,837,
10H1,Fulton,439,25,124,61,8,218,4,28,17,6,55,273,
10H2,Fulton,2623,144,429,229,5,807,34,123,92,4,253,1060,
10I,Fulton,331,15,130,67,0,212,2,28,17,0,47,259,
10J,Fulton,1238,113,147,89,14,363,37,47,35,1,120,483,
10K,Fulton,1614,92,452,232,4,780,22,106,66,1,195,975,
10M,Fulton,2880,203,698,357,7,1265,47,168,81,4,300,1565,
10P,Fulton,1607,126,261,158,0,545,23,78,63,3,167,712,
10R,Fulton,928,79,153,59,10,301,21,44,18,4,87,388,
11B,Fulton,4395,268,1054,576,27,1925,73,267,201,8,549,2474,
11B1,Fulton,894,62,220,21,3,306,15,59,4,2,80,386,
11C,Fulton,3149,136,1097,454,11,1698,27,249,111,0,387,2085,
11E1,Fulton,1340,103,329,138,9,579,22,71,27,5,125,704,
11E2,Fulton,1003,60,271,118,2,451,18,68,38,2,126,577,
11E3,Fulton,3605,216,1093,284,13,1606,57,272,67,4,400,2006,
11G,Fulton,2556,91,388,221,29,729,28,94,82,3,207,936,
11H,Fulton,753,41,146,106,6,299,15,37,31,1,84,383,
11J,Fulton,2092,147,397,238,18,800,41,116,76,5,238,1038,
11K,Fulton,2045,111,484,279,12,886,33,132,94,3,262,1148,
11M,Fulton,1380,82,461,259,5,807,24,105,91,2,222,1029,
11M1,Fulton,2190,117,422,41,19,599,26,118,11,7,162,761,
11N,Fulton,2431,152,636,319,1,1108,47,166,103,1,317,1425,
11P,Fulton,2095,101,430,266,10,807,27,102,104,3,236,1043,
11R,Fulton,2253,94,360,165,3,622,26,91,63,3,183,805,
12A,Fulton,4971,253,1372,568,15,2208,60,278,166,5,509,2717,
12A1,Fulton,690,41,254,22,6,323,6,50,2,2,60,383,
12D,Fulton,1408,90,288,112,0,490,19,62,27,2,110,600,
12E1,Fulton,1906,98,251,172,2,523,22,56,65,2,145,668,
12F,Fulton,1229,92,241,67,1,401,21,58,22,1,102,503,
12G,Fulton,885,45,129,119,0,293,13,49,59,1,122,415,
12H1,Fulton,1170,83,140,58,9,290,20,36,21,3,80,370,
12H2,Fulton,2998,220,552,249,7,1028,55,140,125,1,321,1349,
12I,Fulton,1079,46,182,100,32,360,12,47,43,10,112,472,
12J,Fulton,3154,215,548,236,27,1026,54,144,91,5,294,1320,
12K,Fulton,3620,161,809,268,8,1246,49,172,87,2,310,1556,
12L,Fulton,774,41,106,52,2,201,13,31,14,1,59,260,
12M,Fulton,2990,279,506,215,18,1018,88,139,84,1,312,1330,
12N,Fulton,1134,79,181,66,11,337,13,39,15,1,68,405,
12S,Fulton,2079,133,487,170,13,803,29,87,60,2,178,981,
AP01A,Fulton,5236,219,1782,858,5,2864,63,582,255,0,900,3764,
AP01B,Fulton,1281,67,403,193,7,670,26,105,40,2,173,843,
AP01C,Fulton,2409,102,877,383,9,1371,31,289,90,2,412,1783,
AP01D,Fulton,1015,48,317,168,0,533,15,76,31,0,122,655,
AP021,Fulton,3408,202,1231,438,5,1876,56,353,101,0,510,2386,
AP022,Fulton,2507,135,729,408,0,1272,39,222,127,0,388,1660,
AP02B,Fulton,677,24,171,156,4,355,6,39,29,4,78,433,
AP03,Fulton,775,73,187,54,5,319,28,45,16,1,90,409,
AP04A,Fulton,1760,93,644,324,4,1065,30,171,95,5,301,1366,
AP04B,Fulton,473,33,192,58,4,287,13,55,16,2,86,373,
AP05,Fulton,4776,266,1618,847,11,2742,77,518,197,1,793,3535,
AP06,Fulton,1967,108,736,311,10,1165,37,221,59,2,319,1484,
AP07A,Fulton,3910,222,1238,586,17,2063,54,378,157,8,597,2660,
AP07B,Fulton,1882,96,684,287,14,1081,29,211,80,4,324,1405,
AP09A,Fulton,4437,256,1508,741,10,2515,82,430,178,1,691,3206,
AP09B,Fulton,925,49,310,147,2,508,10,79,53,0,142,650,
AP10,Fulton,992,53,369,149,24,595,17,115,31,9,172,767,
AP12A,Fulton,746,53,221,84,14,372,14,65,28,3,110,482,
AP12B,Fulton,947,55,232,131,5,423,17,64,35,3,119,542,
AP12C,Fulton,2367,119,833,298,11,1261,34,243,71,5,353,1614,
AP14,Fulton,3232,130,1175,606,5,1916,33,327,131,4,495,2411,
CH01,Fulton,376,15,96,34,3,148,9,34,16,1,60,208,
CH02,Fulton,338,36,94,43,0,173,11,26,23,0,60,233,
CH03,Fulton,410,42,107,34,0,183,19,52,18,0,89,272,
CH04A,Fulton,825,38,318,110,0,466,22,84,40,0,146,612,
CH05,Fulton,429,28,121,58,0,207,22,48,23,0,93,300,
CP011,Fulton,1353,81,355,142,6,584,21,92,33,1,147,731,
CP012,Fulton,1469,74,467,176,3,720,16,114,42,3,175,895,
CP01B,Fulton,422,17,123,35,0,175,8,40,20,0,68,243,
CP02,Fulton,1208,73,302,128,1,504,16,84,43,0,143,647,
CP04A,Fulton,13,0,2,0,0,2,0,1,0,0,1,3,
CP04B,Fulton,38,1,5,8,0,14,1,2,1,0,4,18,
CP051,Fulton,1756,125,418,197,0,740,24,115,48,0,187,927,
CP05B,Fulton,153,15,32,4,4,55,5,6,6,0,17,72,
CP06A,Fulton,732,46,107,30,1,184,8,26,8,0,42,226,
CP07B,Fulton,7,0,1,0,0,1,2,1,0,0,3,4,
CP07C,Fulton,323,15,36,7,0,58,3,10,1,0,14,72,
CP07D,Fulton,790,47,98,24,0,169,19,29,14,0,62,231,
CP07E,Fulton,127,12,16,3,0,31,7,2,0,0,9,40,
CP07F,Fulton,266,15,28,6,0,49,7,8,0,0,15,64,
CP081,Fulton,373,30,42,11,4,87,7,15,3,1,26,113,
CP083,Fulton,240,10,18,1,0,29,3,3,1,0,7,36,
CP084,Fulton,1,0,0,0,0,0,0,0,0,0,0,0,
CP08A,Fulton,756,55,65,16,0,136,11,21,10,0,42,178,
EP01A,Fulton,2978,147,828,277,9,1261,51,169,79,2,301,1562,
EP01B,Fulton,3473,179,804,338,8,1329,48,186,115,1,350,1679,
EP02A,Fulton,2407,131,453,220,14,818,31,108,93,5,237,1055,
EP02B,Fulton,1679,76,572,252,1,901,21,120,61,0,202,1103,
EP02C,Fulton,522,15,174,64,0,253,6,33,9,0,48,301,
EP02D,Fulton,420,26,127,41,0,194,7,28,10,0,45,239,
EP02E,Fulton,1668,94,383,106,0,583,13,76,56,0,145,728,
EP03A,Fulton,4925,240,1269,623,7,2139,87,295,188,1,571,2710,
EP03B,Fulton,1547,67,485,264,4,820,14,134,78,1,227,1047,
EP04A,Fulton,5020,446,1096,513,31,2086,98,252,154,5,509,2595,
EP04B,Fulton,2624,123,877,212,7,1219,31,179,55,1,266,1485,
EP04C,Fulton,1318,0,305,33,2,340,0,90,8,3,101,441,
FA01A,Fulton,4032,197,1191,459,12,1859,63,339,181,3,586,2445,
FA01B,Fulton,5860,25,1903,710,7,2645,7,464,193,1,665,3310,
FA01C,Fulton,769,56,229,79,1,365,7,61,26,0,94,459,
FA01D,Fulton,321,12,101,6,11,130,5,23,2,5,35,165,
FC01,Fulton,325,15,101,22,2,140,8,28,3,0,39,179,
FC02,Fulton,585,11,23,7,1,42,3,6,2,0,11,53,
FC03,Fulton,17,0,6,0,6,12,1,1,0,0,2,14,
HP01,Fulton,3824,316,936,424,5,1681,88,223,99,1,411,2092,
JC01,Fulton,4128,216,1393,922,10,2541,87,364,235,1,687,3228,
JC01A,Fulton,1738,125,507,112,4,748,38,148,26,1,213,961,
JC02,Fulton,3001,167,846,544,6,1563,52,250,163,0,465,2028,
JC03A,Fulton,594,27,235,74,2,338,16,82,12,2,112,450,
JC03B,Fulton,1616,116,550,226,0,892,27,149,86,0,262,1154,
JC04A,Fulton,3177,97,1233,544,11,1885,28,360,139,4,531,2416,
JC04B,Fulton,334,9,98,50,0,157,3,38,12,0,53,210,
JC04C,Fulton,1251,45,457,233,0,735,15,132,43,0,190,925,
JC05,Fulton,2350,129,873,322,3,1327,34,221,77,1,333,1660,
JC06,Fulton,2840,195,823,448,6,1472,65,243,142,2,452,1924,
JC07,Fulton,4670,194,1520,873,25,2612,44,454,213,6,717,3329,
JC08,Fulton,2931,140,1076,474,3,1693,40,311,108,2,461,2154,
JC09,Fulton,3250,177,1133,496,2,1808,64,255,136,2,457,2265,
JC10,Fulton,2641,132,821,469,13,1435,54,265,95,4,418,1853,
JC11,Fulton,3497,212,1206,553,0,1971,63,377,125,0,565,2536,
JC12,Fulton,2832,93,942,509,1,1545,32,336,163,3,534,2079,
JC13A,Fulton,2317,86,848,346,1,1281,37,284,89,0,410,1691,
JC13B,Fulton,282,8,113,42,1,164,1,40,14,0,55,219,
JC14,Fulton,2608,95,1013,414,1,1523,31,314,89,1,435,1958,
JC15,Fulton,959,50,344,121,0,515,13,89,31,0,133,648,
JC16,Fulton,2707,154,992,413,1,1560,31,266,111,0,408,1968,
JC18,Fulton,2857,106,1121,475,3,1705,34,325,106,0,465,2170,
JC19,Fulton,4174,167,1489,703,11,2370,48,436,153,2,639,3009,
ML01A,Fulton,2795,154,1146,369,25,1694,44,323,89,6,462,2156,
ML01B,Fulton,708,40,256,100,0,396,8,83,30,0,121,517,
ML02A,Fulton,2580,215,854,389,2,1460,75,305,84,0,464,1924,
ML02B,Fulton,1914,135,677,276,1,1089,34,218,85,1,338,1427,
ML03,Fulton,3718,247,1348,569,3,2167,72,438,136,4,650,2817,
ML03A,Fulton,301,12,106,13,0,131,6,42,7,2,57,188,
ML04,Fulton,3322,192,1192,492,21,1897,66,361,144,7,578,2475,
ML05,Fulton,4843,275,1584,779,8,2646,84,480,176,3,743,3389,
ML06A,Fulton,2181,143,629,253,6,1031,47,184,55,1,287,1318,
ML06B,Fulton,3119,185,992,454,5,1636,57,264,121,1,443,2079,
ML07A,Fulton,836,96,272,121,0,489,42,55,25,0,122,611,
ML07B,Fulton,1675,187,517,213,1,918,64,172,80,0,316,1234,
MP01,Fulton,472,174,55,61,5,295,28,10,13,1,52,347,
PA01,Fulton,3006,168,815,295,14,1292,52,230,127,2,411,1703,
RW01,Fulton,5010,198,1780,1077,7,3062,71,491,280,6,848,3910,
RW02,Fulton,4061,233,1423,801,7,2464,80,371,166,3,620,3084,
RW03,Fulton,5041,324,1439,740,6,2509,99,414,167,7,687,3196,
RW04,Fulton,1861,76,721,384,1,1182,20,200,70,0,290,1472,
RW05,Fulton,2910,226,765,361,9,1361,62,219,93,3,377,1738,
RW06,Fulton,3071,171,1087,468,7,1733,57,273,97,0,427,2160,
RW07A,Fulton,1773,180,393,124,2,699,51,84,41,0,176,875,
RW07B,Fulton,449,53,93,64,14,224,11,19,6,5,41,265,
RW08,Fulton,2429,159,696,466,8,1329,38,197,150,1,386,1715,
RW09,Fulton,4450,265,1536,1036,3,2840,75,470,267,0,812,3652,
RW09A,Fulton,1892,128,688,109,5,930,31,223,30,2,286,1216,
RW10,Fulton,3653,189,1327,699,9,2224,40,357,155,2,554,2778,
RW11A,Fulton,2865,182,844,491,7,1524,55,259,131,3,448,1972,
RW12,Fulton,3899,292,1373,967,2,2634,80,391,271,2,744,3378,
RW12A,Fulton,2458,163,825,137,3,1128,36,244,39,4,323,1451,
RW13,Fulton,3764,256,1378,576,5,2215,86,353,144,3,586,2801,
RW16,Fulton,2101,126,759,344,5,1234,32,220,75,1,328,1562,
RW17,Fulton,3100,223,1009,424,4,1660,71,238,87,0,396,2056,
RW19,Fulton,2147,134,779,356,1,1270,33,224,84,1,342,1612,
RW20,Fulton,2701,82,1066,457,4,1609,32,311,92,3,438,2047,
RW21,Fulton,3362,118,1253,475,15,1861,42,397,159,4,602,2463,
RW22A,Fulton,4788,239,1504,571,10,2324,82,465,130,5,682,3006,
SC01A,Fulton,41,2,30,5,0,37,0,13,1,0,14,51,
SC01B,Fulton,2088,110,925,233,10,1278,18,219,59,3,299,1577,
SC01C,Fulton,2249,73,863,351,7,1294,14,187,106,3,310,1604,
SC02,Fulton,1426,38,582,205,3,828,6,142,57,0,205,1033,
SC04,Fulton,1080,85,317,132,4,538,25,98,45,1,169,707,
SC05A,Fulton,721,47,255,72,2,376,10,62,14,3,89,465,
SC05B,Fulton,3646,147,1469,378,6,2000,43,313,115,2,473,2473,
SC05D,Fulton,2808,154,1074,274,2,1504,39,231,93,0,363,1867,
SC05E,Fulton,688,38,219,102,2,361,8,56,40,2,106,467,
SC07A,Fulton,4506,222,1537,835,10,2604,43,425,219,0,687,3291,
SC07C,Fulton,41,0,5,1,0,6,1,4,2,0,7,13,
SC07D,Fulton,2038,115,711,72,4,902,24,153,18,0,195,1097,
SC08B,Fulton,4096,240,1221,469,11,1941,46,321,166,1,534,2475,
SC08C,Fulton,91,3,32,14,0,49,3,11,4,0,18,67,
SC08D,Fulton,605,32,195,67,0,294,6,38,13,0,57,351,
SC08E,Fulton,724,50,249,51,3,353,9,55,15,1,80,433,
SC08F,Fulton,793,37,234,77,0,348,8,50,20,1,79,427,
SC08G,Fulton,14,0,3,0,0,3,0,0,0,0,0,3,
SC08H,Fulton,1,0,0,0,0,0,0,0,0,0,0,0,
SC09A,Fulton,1865,140,424,167,6,737,42,119,59,4,224,961,
SC09B,Fulton,1920,90,592,283,1,966,36,134,82,1,253,1219,
SC09C,Fulton,1852,150,445,212,1,808,39,93,65,1,198,1006,
SC10,Fulton,1912,129,329,128,6,592,31,108,50,3,192,784,
SC11A,Fulton,1656,124,415,198,21,758,24,122,61,3,210,968,
SC11B,Fulton,1691,92,424,220,4,740,21,124,95,0,240,980,
SC13,Fulton,2895,143,1088,316,6,1553,34,279,106,1,420,1973,
SC14A,Fulton,1030,56,267,76,0,399,13,64,23,0,100,499,
SC15,Fulton,4522,225,1637,650,5,2517,60,377,177,1,615,3132,
SC15A,Fulton,2482,115,1053,78,0,1246,20,246,30,0,296,1542,
SC16A,Fulton,5175,240,2042,659,0,2941,52,415,201,0,668,3609,
SC17A,Fulton,60,1,24,9,0,34,0,7,1,0,8,42,
SC17B,Fulton,10,0,1,0,3,4,0,0,0,0,0,4,
SC17C,Fulton,1293,60,398,135,0,593,15,100,47,0,162,755,
SC18A,Fulton,570,29,180,94,0,303,13,41,21,0,75,378,
SC18B,Fulton,915,32,372,120,0,524,10,93,38,0,141,665,
SC18C,Fulton,2100,61,832,299,0,1192,21,185,105,0,311,1503,
SC19A,Fulton,213,3,69,30,1,103,4,15,17,0,36,139,
SC19B,Fulton,1628,108,354,155,8,625,32,76,66,2,176,801,
SC20,Fulton,2562,90,1232,292,21,1635,24,257,69,8,358,1993,
SC211,Fulton,1828,87,680,226,0,993,19,156,73,0,248,1241,
SC212,Fulton,4244,219,1440,462,8,2129,50,317,141,3,511,2640,
SC23A,Fulton,3854,281,915,500,7,1703,60,226,131,2,419,2122,
SC23B,Fulton,557,40,143,60,0,243,16,26,51,2,95,338,
SC23C,Fulton,2606,173,703,288,2,1166,48,170,100,0,318,1484,
SC27,Fulton,2361,128,589,325,0,1042,34,143,133,0,310,1352,
SC29A,Fulton,3154,215,771,401,9,1396,58,196,127,1,382,1778,
SC30A,Fulton,157,4,38,45,5,92,1,7,11,1,20,112,
SC30B,Fulton,1110,47,289,111,0,447,15,67,33,0,115,562,
SS01,Fulton,4846,204,1617,973,4,2798,74,481,244,2,801,3599,
SS02A,Fulton,1206,42,399,248,4,693,20,109,34,1,164,857,
SS02B,Fulton,1318,61,443,205,3,712,17,103,30,2,152,864,
SS03,Fulton,1577,80,566,281,4,931,37,161,52,0,250,1181,
SS04,Fulton,3763,207,1212,601,16,2036,73,302,154,2,531,2567,
SS05,Fulton,1853,98,676,394,4,1172,32,187,85,0,304,1476,
SS06,Fulton,1667,65,571,346,42,1024,18,179,68,12,277,1301,
SS07A,Fulton,1254,35,382,285,0,702,15,146,62,0,223,925,
SS07B,Fulton,793,43,245,138,0,426,9,69,33,1,112,538,
SS07C,Fulton,809,26,170,157,8,361,5,62,51,7,125,486,
SS08A,Fulton,1891,132,618,218,12,980,45,152,46,2,245,1225,
SS08B,Fulton,696,22,250,150,0,422,9,59,37,0,105,527,
SS08C,Fulton,716,25,220,130,0,375,11,55,22,0,88,463,
SS08D,Fulton,1555,83,469,209,0,761,20,133,72,0,225,986,
SS09A,Fulton,3193,160,1023,727,0,1910,60,287,160,0,507,2417,
SS09B,Fulton,3611,123,1308,739,3,2173,42,359,188,0,589,2762,
SS11A,Fulton,4026,266,1236,584,9,2095,62,302,134,3,501,2596,
SS11B,Fulton,1412,85,405,193,1,684,25,100,38,0,163,847,
SS11C,Fulton,361,28,103,30,1,162,5,23,4,0,32,194,
SS11D,Fulton,397,21,147,85,0,253,4,32,12,0,48,301,
SS12,Fulton,2897,143,959,557,9,1668,46,233,140,0,419,2087,
SS13A,Fulton,2103,109,706,306,2,1123,44,175,70,0,289,1412,
SS13B,Fulton,1278,81,461,149,1,692,14,130,32,0,176,868,
SS14,Fulton,1412,68,503,254,0,825,27,184,59,1,271,1096,
SS15A,Fulton,2756,200,726,243,6,1175,69,163,48,0,280,1455,
SS15B,Fulton,1730,151,500,194,2,847,55,122,32,0,209,1056,
SS16,Fulton,2116,86,702,481,3,1272,30,236,100,1,367,1639,
SS17,Fulton,3686,255,1134,600,14,2003,66,350,152,1,569,2572,
SS18A,Fulton,657,37,223,140,0,400,11,71,35,0,117,517,
SS18B,Fulton,241,12,83,54,1,150,4,21,7,0,32,182,
SS19A,Fulton,3299,173,1010,367,7,1557,34,257,89,4,384,1941,
SS19B,Fulton,2342,110,789,322,70,1291,27,207,60,27,321,1612,
SS20,Fulton,2404,158,681,318,10,1167,32,153,85,3,273,1440,
SS22,Fulton,2834,176,685,452,2,1315,39,197,120,1,357,1672,
SS26,Fulton,3824,214,1122,358,14,1708,52,269,71,3,395,2103,
SS29A,Fulton,2842,171,931,483,6,1591,47,220,93,1,361,1952,
SS31,Fulton,1703,75,551,308,0,934,14,180,69,0,263,1197,
UC01A,Fulton,4234,274,987,267,11,1539,62,253,79,1,395,1934,
UC01B,Fulton,428,28,119,23,3,173,7,26,6,3,42,215,
UC01D,Fulton,6,0,0,0,0,0,0,0,0,0,0,0,
UC01E,Fulton,512,34,227,58,0,319,7,44,13,0,64,383,
UC02A,Fulton,5609,278,1776,877,15,2946,54,421,254,2,731,3677,
UC02B,Fulton,32,3,13,3,0,19,0,1,0,0,1,20,
